item_a,item_b,count_a,count_b,count_ab,support_a,support_b,support_ab,confidence_a_to_b,confidence_b_to_a,lift,jaccard
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Acceleration_Dynamics__x__Temporal_Sequential_Context=Uncommon Acceleration_Dynamics,833,100,67,0.5370728562217923,0.06447453255963895,0.04319793681495809,0.08043217286914765,0.67,1.2475030012004804,0.07736720554272518
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Acceleration_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,833,96,18,0.5370728562217923,0.061895551257253385,0.01160541586073501,0.021608643457382955,0.1875,0.3491146458583434,0.019758507135016465
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Acceleration_Dynamics__x__Turning_Dynamics=Hybrid,833,772,537,0.5370728562217923,0.4977433913604126,0.34622823984526113,0.6446578631452581,0.6955958549222798,1.2951610696091909,0.5028089887640449
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Acceleration_Dynamics__x__Turning_Dynamics=Normal,833,395,110,0.5370728562217923,0.2546744036105738,0.07092198581560284,0.13205282112845138,0.27848101265822783,0.5185162672664003,0.09838998211091235
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Acceleration_Dynamics__x__Turning_Dynamics=Uncommon Acceleration_Dynamics,833,189,150,0.5370728562217923,0.1218568665377176,0.09671179883945841,0.18007202881152462,0.7936507936507936,1.4777339507231464,0.1720183486238532
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Acceleration_Dynamics__x__Turning_Dynamics=Uncommon Turning_Dynamics,833,195,36,0.5370728562217923,0.12572533849129594,0.02321083172147002,0.04321728691476591,0.18461538461538463,0.34374365130667656,0.036290322580645164
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Spatial_Reach_and_Route=Hybrid,833,837,629,0.5370728562217923,0.539651837524178,0.40554480980012897,0.7551020408163265,0.7514934289127837,1.3992392655987127,0.6042267050912584
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Spatial_Reach_and_Route=Normal,833,446,93,0.5370728562217923,0.2875564152159897,0.059961315280464215,0.11164465786314526,0.2085201793721973,0.38825305907116214,0.07841483979763912
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Curvature_Geometry,833,142,91,0.5370728562217923,0.0915538362346873,0.05867182462927144,0.1092436974789916,0.6408450704225352,1.193218132323352,0.10294117647058823
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Spatial_Reach_and_Route,833,126,20,0.5370728562217923,0.08123791102514506,0.012894906511927788,0.024009603841536616,0.15873015873015872,0.2955467901446293,0.021299254526091587
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Speed_Dynamics=Hybrid,833,808,619,0.5370728562217923,0.5209542230818827,0.39909735654416506,0.7430972388955582,0.7660891089108911,1.426415615751251,0.6056751467710372
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Speed_Dynamics=Normal,833,415,77,0.5370728562217923,0.2675693101225016,0.04964539007092199,0.09243697478991597,0.1855421686746988,0.3454692720461679,0.06575576430401367
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Speed_Dynamics=Uncommon Curvature_Geometry,833,155,99,0.5370728562217923,0.09993552546744036,0.06382978723404255,0.11884753901560624,0.6387096774193548,1.1892421484722921,0.11136107986501688
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Speed_Dynamics=Uncommon Speed_Dynamics,833,173,38,0.5370728562217923,0.11154094132817537,0.024500322372662798,0.04561824729891957,0.21965317919075145,0.4089820899458049,0.03925619834710744
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Temporal_Sequential_Context=Hybrid,833,822,627,0.5370728562217923,0.5299806576402321,0.40425531914893614,0.7527010804321729,0.7627737226277372,1.4202425495745745,0.6099221789883269
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Temporal_Sequential_Context=Normal,833,466,96,0.5370728562217923,0.3004513217279175,0.061895551257253385,0.11524609843937575,0.20600858369098712,0.38357660660830856,0.0798004987531172
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Curvature_Geometry,833,125,89,0.5370728562217923,0.08059316569954868,0.05738233397807866,0.10684273709483794,0.712,1.3257046818727494,0.10241657077100115
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,833,138,21,0.5370728562217923,0.08897485493230174,0.013539651837524178,0.025210084033613446,0.15217391304347827,0.283339422725612,0.022105263157894735
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Turning_Dynamics=Hybrid,833,801,557,0.5370728562217923,0.5164410058027079,0.3591231463571889,0.6686674669867947,0.6953807740324595,1.2947606008695616,0.5171773444753947
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Turning_Dynamics=Normal,833,387,98,0.5370728562217923,0.2495164410058027,0.06318504190844616,0.11764705882352941,0.2532299741602067,0.4715002279981761,0.0873440285204991
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Turning_Dynamics=Uncommon Curvature_Geometry,833,181,152,0.5370728562217923,0.11669890393294649,0.09800128949065119,0.18247298919567828,0.8397790055248618,1.5636221339364476,0.17633410672853828
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Curvature_Geometry__x__Turning_Dynamics=Uncommon Turning_Dynamics,833,182,26,0.5370728562217923,0.11734364925854288,0.016763378465506126,0.031212484993997598,0.14285714285714285,0.2659921111301664,0.0262891809908999
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Speed_Dynamics=Hybrid,833,852,526,0.5370728562217923,0.5493230174081238,0.33913604126370084,0.631452581032413,0.6173708920187794,1.1495105084287236,0.453839516824849
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Speed_Dynamics=Normal,833,471,184,0.5370728562217923,0.3036750483558994,0.11863313990973566,0.22088835534213686,0.39065817409766457,0.7273839472094571,0.16428571428571428
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Spatial_Reach_and_Route,833,119,66,0.5370728562217923,0.07672469374597034,0.0425531914893617,0.07923169267707082,0.5546218487394958,1.0326752549759401,0.0744920993227991
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Speed_Dynamics,833,109,57,0.5370728562217923,0.07027724049000644,0.0367504835589942,0.06842737094837935,0.5229357798165137,0.9736775444122606,0.06440677966101695
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Hybrid,833,855,531,0.5370728562217923,0.5512572533849129,0.34235976789168276,0.6374549819927972,0.6210526315789474,1.1563657041764075,0.4589455488331893
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Normal,833,477,179,0.5370728562217923,0.30754352030947774,0.1154094132817537,0.2148859543817527,0.3752620545073375,0.698717222738152,0.15826702033598586
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Uncommon Spatial_Reach_and_Route,833,101,60,0.5370728562217923,0.06511927788523533,0.03868471953578337,0.07202881152460984,0.594059405940594,1.1061058086600979,0.06864988558352403
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,833,118,63,0.5370728562217923,0.07607994842037395,0.04061895551257253,0.07563025210084033,0.5338983050847458,0.994089161088164,0.07094594594594594
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Turning_Dynamics=Hybrid,833,792,454,0.5370728562217923,0.5106382978723404,0.2927143778207608,0.5450180072028812,0.5732323232323232,1.067326930772309,0.38770281810418444
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Turning_Dynamics=Normal,833,397,189,0.5370728562217923,0.2559638942617666,0.1218568665377176,0.226890756302521,0.4760705289672544,0.8864170353279853,0.18155619596541786
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Turning_Dynamics=Uncommon Spatial_Reach_and_Route,833,175,119,0.5370728562217923,0.11283043197936815,0.07672469374597034,0.14285714285714285,0.68,1.266122448979592,0.13385826771653545
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Spatial_Reach_and_Route__x__Turning_Dynamics=Uncommon Turning_Dynamics,833,187,71,0.5370728562217923,0.12056737588652482,0.04577691811734365,0.08523409363745499,0.37967914438502676,0.7069416001694796,0.07481559536354057
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Temporal_Sequential_Context=Hybrid,833,864,548,0.5370728562217923,0.5570599613152805,0.3533204384268214,0.6578631452581032,0.6342592592592593,1.1809557156195813,0.47693646649260224
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Temporal_Sequential_Context=Normal,833,448,171,0.5370728562217923,0.28884590586718245,0.1102514506769826,0.20528211284513806,0.38169642857142855,0.7106976719259133,0.15405405405405406
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Speed_Dynamics,833,114,52,0.5370728562217923,0.0735009671179884,0.03352675693101225,0.062424969987995196,0.45614035087719296,0.8493081443103557,0.05810055865921788
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,833,125,62,0.5370728562217923,0.08059316569954868,0.039974210186976146,0.0744297719087635,0.496,0.9235246098439377,0.06919642857142858
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Turning_Dynamics=Hybrid,833,785,444,0.5370728562217923,0.5061250805931657,0.2862669245647969,0.5330132052821128,0.5656050955414013,1.0531254540032573,0.3781942078364566
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Turning_Dynamics=Normal,833,395,180,0.5370728562217923,0.2546744036105738,0.11605415860735009,0.21608643457382953,0.45569620253164556,0.8484811646177459,0.1717557251908397
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Turning_Dynamics=Uncommon Speed_Dynamics,833,188,133,0.5370728562217923,0.12121212121212122,0.08575112830431979,0.15966386554621848,0.7074468085106383,1.3172268907563025,0.14977477477477477
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Speed_Dynamics__x__Turning_Dynamics=Uncommon Turning_Dynamics,833,183,76,0.5370728562217923,0.11798839458413926,0.049000644745325596,0.09123649459783914,0.41530054644808745,0.7732666837226694,0.08085106382978724
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Temporal_Sequential_Context__x__Turning_Dynamics=Hybrid,833,760,432,0.5370728562217923,0.49000644745325594,0.27852998065764023,0.5186074429771909,0.5684210526315789,1.0583686106021357,0.37209302325581395
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Temporal_Sequential_Context__x__Turning_Dynamics=Normal,833,398,178,0.5370728562217923,0.256608639587363,0.11476466795615732,0.21368547418967587,0.4472361809045226,0.8327290715281087,0.16904083570750236
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Temporal_Sequential_Context__x__Turning_Dynamics=Uncommon Temporal_Sequential_Context,833,184,134,0.5370728562217923,0.11863313990973566,0.08639587362991619,0.1608643457382953,0.7282608695652174,1.3559815230440002,0.15175537938844846
Acceleration_Dynamics__x__Curvature_Geometry=Hybrid,Temporal_Sequential_Context__x__Turning_Dynamics=Uncommon Turning_Dynamics,833,209,89,0.5370728562217923,0.1347517730496454,0.05738233397807866,0.10684273709483794,0.4258373205741627,0.7928855752827448,0.09338929695697797
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Spatial_Reach_and_Route=Hybrid,446,877,112,0.2875564152159897,0.5654416505480335,0.07221147646679561,0.25112107623318386,0.12770809578107184,0.4441149250144449,0.09248554913294797
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Spatial_Reach_and_Route=Normal,446,474,287,0.2875564152159897,0.3056092843326886,0.18504190844616378,0.6434977578475336,0.6054852320675106,2.105622410171993,0.45339652448657186
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Spatial_Reach_and_Route=Uncommon Spatial_Reach_and_Route,446,95,47,0.2875564152159897,0.06125080593165699,0.030303030303030304,0.10538116591928251,0.49473684210526314,1.7204861930611284,0.0951417004048583
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Speed_Dynamics=Hybrid,446,880,107,0.2875564152159897,0.5673758865248227,0.06898774983881367,0.2399103139013453,0.1215909090909091,0.42284192825112105,0.08777686628383921
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Speed_Dynamics=Normal,446,464,279,0.2875564152159897,0.29916183107672467,0.17988394584139264,0.625560538116592,0.6012931034482759,2.0910439539199013,0.4421553090332805
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Speed_Dynamics=Uncommon Speed_Dynamics,446,98,60,0.2875564152159897,0.06318504190844616,0.03868471953578337,0.13452914798206278,0.6122448979591837,2.1291296787773404,0.12396694214876033
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Temporal_Sequential_Context=Hybrid,446,865,96,0.2875564152159897,0.5577047066408769,0.061895551257253385,0.21524663677130046,0.11098265895953757,0.3859509059332797,0.07901234567901234
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Temporal_Sequential_Context=Normal,446,490,309,0.2875564152159897,0.3159252095422308,0.19922630560928434,0.6928251121076233,0.6306122448979592,2.193003569140661,0.49282296650717705
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,446,96,41,0.2875564152159897,0.061895551257253385,0.026434558349451968,0.09192825112107623,0.4270833333333333,1.485215807174888,0.08183632734530938
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Turning_Dynamics=Hybrid,446,772,108,0.2875564152159897,0.4977433913604126,0.06963249516441006,0.242152466367713,0.13989637305699482,0.4865006157206255,0.0972972972972973
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Turning_Dynamics=Normal,446,395,227,0.2875564152159897,0.2546744036105738,0.1463571889103804,0.5089686098654709,0.5746835443037974,1.9985071238008747,0.3697068403908795
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Acceleration_Dynamics__x__Turning_Dynamics=Uncommon Turning_Dynamics,446,195,111,0.2875564152159897,0.12572533849129594,0.07156673114119923,0.24887892376681614,0.5692307692307692,1.9795446705760609,0.20943396226415095
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Spatial_Reach_and_Route=Hybrid,446,837,110,0.2875564152159897,0.539651837524178,0.07092198581560284,0.24663677130044842,0.13142174432497014,0.45702942925566964,0.0937766410912191
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Spatial_Reach_and_Route=Normal,446,446,287,0.2875564152159897,0.2875564152159897,0.18504190844616378,0.6434977578475336,0.6434977578475336,2.2378139516177686,0.4743801652892562
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Spatial_Reach_and_Route=Uncommon Spatial_Reach_and_Route,446,126,49,0.2875564152159897,0.08123791102514506,0.03159252095422308,0.10986547085201794,0.3888888888888889,1.352391629297459,0.09369024856596558
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Speed_Dynamics=Hybrid,446,808,94,0.2875564152159897,0.5209542230818827,0.06060606060606061,0.21076233183856502,0.11633663366336634,0.40456977312080983,0.08103448275862069
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Speed_Dynamics=Normal,446,415,279,0.2875564152159897,0.2675693101225016,0.17988394584139264,0.625560538116592,0.672289156626506,2.3379383002863467,0.4793814432989691
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Speed_Dynamics=Uncommon Speed_Dynamics,446,173,73,0.2875564152159897,0.11154094132817537,0.047066408768536426,0.16367713004484305,0.42196531791907516,1.467417506933824,0.1336996336996337
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Temporal_Sequential_Context=Hybrid,446,822,82,0.2875564152159897,0.5299806576402321,0.052869116698903935,0.18385650224215247,0.09975669099756691,0.34691172138391546,0.06913996627318718
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Temporal_Sequential_Context=Normal,446,466,309,0.2875564152159897,0.3004513217279175,0.19922630560928434,0.6928251121076233,0.6630901287553648,2.3059479589676473,0.5124378109452736
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,446,138,55,0.2875564152159897,0.08897485493230174,0.03546099290780142,0.12331838565022421,0.39855072463768115,1.385991421329694,0.10396975425330812
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Turning_Dynamics=Hybrid,446,801,113,0.2875564152159897,0.5164410058027079,0.07285622179239201,0.2533632286995516,0.14107365792759052,0.49059471624594825,0.09964726631393298
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Turning_Dynamics=Normal,446,387,227,0.2875564152159897,0.2495164410058027,0.1463571889103804,0.5089686098654709,0.58656330749354,2.039819932561616,0.37458745874587457
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Curvature_Geometry__x__Turning_Dynamics=Uncommon Turning_Dynamics,446,182,106,0.2875564152159897,0.11734364925854288,0.06834300451321727,0.23766816143497757,0.5824175824175825,2.0254028482728033,0.20306513409961685
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Speed_Dynamics=Hybrid,446,852,185,0.2875564152159897,0.5493230174081238,0.11927788523533205,0.4147982062780269,0.21713615023474178,0.755108002273732,0.16621743036837378
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Speed_Dynamics=Normal,446,471,198,0.2875564152159897,0.3036750483558994,0.1276595744680851,0.4439461883408072,0.42038216560509556,1.4619119705235497,0.2753824756606398
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Spatial_Reach_and_Route,446,119,31,0.2875564152159897,0.07672469374597034,0.019987105093488073,0.06950672645739911,0.2605042016806723,0.9059238044993784,0.05805243445692884
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Speed_Dynamics=Uncommon Speed_Dynamics,446,109,32,0.2875564152159897,0.07027724049000644,0.020631850419084462,0.07174887892376682,0.29357798165137616,1.0209404698235078,0.06118546845124283
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Hybrid,446,855,179,0.2875564152159897,0.5512572533849129,0.1154094132817537,0.4013452914798206,0.20935672514619882,0.7280544410353238,0.15953654188948307
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Normal,446,477,220,0.2875564152159897,0.30754352030947774,0.14184397163120568,0.49327354260089684,0.4612159329140461,1.6039146007840486,0.3129445234708393
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Uncommon Spatial_Reach_and_Route,446,101,21,0.2875564152159897,0.06511927788523533,0.013539651837524178,0.04708520179372197,0.2079207920792079,0.7230608711095324,0.039923954372623575
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,446,118,26,0.2875564152159897,0.07607994842037395,0.016763378465506126,0.05829596412556054,0.22033898305084745,0.766246104735122,0.048327137546468404
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Turning_Dynamics=Hybrid,446,792,198,0.2875564152159897,0.5106382978723404,0.1276595744680851,0.4439461883408072,0.25,0.8693946188340806,0.19038461538461537
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Turning_Dynamics=Normal,446,397,148,0.2875564152159897,0.2559638942617666,0.09542230818826564,0.33183856502242154,0.37279596977329976,1.2964272401757577,0.21294964028776978
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Turning_Dynamics=Uncommon Spatial_Reach_and_Route,446,175,25,0.2875564152159897,0.11283043197936815,0.016118633139909737,0.05605381165919283,0.14285714285714285,0.4967969250480462,0.04194630872483222
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Spatial_Reach_and_Route__x__Turning_Dynamics=Uncommon Turning_Dynamics,446,187,75,0.2875564152159897,0.12056737588652482,0.048355899419729204,0.1681614349775785,0.40106951871657753,1.3947507254022686,0.13440860215053763
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Temporal_Sequential_Context=Hybrid,446,864,172,0.2875564152159897,0.5570599613152805,0.11089619600257898,0.38565022421524664,0.19907407407407407,0.6922957149975087,0.15114235500878734
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Temporal_Sequential_Context=Normal,446,448,198,0.2875564152159897,0.28884590586718245,0.1276595744680851,0.4439461883408072,0.4419642857142857,1.5369654868673925,0.28448275862068967
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Speed_Dynamics,446,114,43,0.2875564152159897,0.0735009671179884,0.027724049000644745,0.09641255605381166,0.37719298245614036,1.311718196837385,0.08317214700193423
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Temporal_Sequential_Context=Uncommon Temporal_Sequential_Context,446,125,33,0.2875564152159897,0.08059316569954868,0.02127659574468085,0.07399103139013453,0.264,0.9180807174887892,0.06133828996282528
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Turning_Dynamics=Hybrid,446,785,196,0.2875564152159897,0.5061250805931657,0.12637008381689233,0.43946188340807174,0.24968152866242038,0.8682871097655022,0.18937198067632852
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Turning_Dynamics=Normal,446,395,150,0.2875564152159897,0.2546744036105738,0.09671179883945841,0.336322869955157,0.379746835443038,1.3205994210137937,0.2170767004341534
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Turning_Dynamics=Uncommon Speed_Dynamics,446,188,26,0.2875564152159897,0.12121212121212122,0.016763378465506126,0.05829596412556054,0.13829787234042554,0.4809417040358745,0.04276315789473684
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Speed_Dynamics__x__Turning_Dynamics=Uncommon Turning_Dynamics,446,183,74,0.2875564152159897,0.11798839458413926,0.04771115409413282,0.16591928251121077,0.40437158469945356,1.4062339189884585,0.13333333333333333
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Temporal_Sequential_Context__x__Turning_Dynamics=Hybrid,446,760,181,0.2875564152159897,0.49000644745325594,0.11669890393294649,0.40582959641255606,0.2381578947368421,0.828212768468256,0.17658536585365853
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Temporal_Sequential_Context__x__Turning_Dynamics=Normal,446,398,160,0.2875564152159897,0.256608639587363,0.1031592520954223,0.35874439461883406,0.4020100502512563,1.3980214976226422,0.23391812865497075
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Temporal_Sequential_Context__x__Turning_Dynamics=Uncommon Temporal_Sequential_Context,446,184,21,0.2875564152159897,0.11863313990973566,0.013539651837524178,0.04708520179372197,0.11413043478260869,0.39689754338077593,0.034482758620689655
Acceleration_Dynamics__x__Curvature_Geometry=Normal,Temporal_Sequential_Context__x__Turning_Dynamics=Uncommon Turning_Dynamics,446,209,84,0.2875564152159897,0.1347517730496454,0.05415860735009671,0.18834080717488788,0.4019138755980861,1.3976870427189048,0.14711033274956217
